Publisher,Comic_Issue_Number,Title,Description,Condition,Grade_Condition,Price_Paid,Price_Tag
DC,268,Our Army at War,Our Army at War (sgt. Rock),"spine is worn a bit, bottom left corner is worn, bottom right corner is creased, great condition",B+,58.76,76.38
DC,11,1st Issue Special,1st Issue Special (Code Name:Assassin),"bottom right corner is creased, Great condition",B+,17.07,22.19
DC,16,Mister Miracle,Mister Miracle (super escape artist),"spine is worn, bottom left corner is worn, bottom right corner is creased, top right corner is creased and worn and torn, top left corner is creased, good condition",B+,22.37,29.08
DC,24,Mister Miracle,Mister Miracle (double bind),"top right corner is worn, good condition",B+,53.53,69.58
DC,21,Mister Miracle,Mister Miracle (die),Near Mint,A,3.24,4.22
DC,48,Metal Men,Metal Men (eclipso is back),"some tearing on top staple, good condition",B+,4.92,6.40
DC,51,Metal Men,Metal Men (vox the bionic bandit),"bottom left corner is worn, bottom right corner is creased, top right corner is dented, good condition",B+,42.54,55.30
DC,241,Tarzan,Tarzan (the lost island),"some wear around spine, good condition",B+,62.69,81.49
Marvel,50,Captain Marvel,Captain Marvel (avengers),"spine has some wear, top right croern is worn a bit, great condition",B+,80.28,104.36
Marvel,58,Captain Marvel,Captain Marvel (death cries the destroyer),Near Mint,A,23.84,31.00
Marvel,60,Captain Marvel,"Captain Marvel (moon-traps on titan, close encounters in kentucky)","bottom right corner is creased, great condition",B+,46.50,60.45
Marvel,59,Captain Marvel,Captain Marvel (trouble on titan),"bottom left corner is dented, bottom right corner is creased, spine is slightly worn, good condition",B+,32.17,41.83
Marvel,55,Captain Marvel,Captain Marvel (the doom named death-grip),Near Mint,A,98.32,127.81
Marvel,23,The Defenders,The Defenders (snakes shall inherit the earth),"top part of cover has some wear and weird cut on top of cover, good condition",B+,74.93,97.40
Marvel,25,The Defenders,The Defenders (Son of Satan),"some wear on spine, great condition",B+,64.80,84.24
Marvel,26,The Defenders,The Defenders (Guardians Of The Galaxy),"bottom right corner is creased, bottom left corner is worn, spine has some wear, good condition",B+,16.75,21.78
Marvel,20,The Defenders,The Defenders (the thing),"bottom right corner is worn and creased, great condition",B+,13.79,17.93
Marvel,28,The Defenders,"The Defenders (Guardians Of The Galaxy,first starhawk)","bottom right corner is creased, bottom left corner is worn, great condition",B+,28.36,36.87
Marvel,17,The Defenders,The Defenders (first wrecking crew power man),"spine is worn, bottom left corner is worn, bottom left part of cover is tonr, bottom right corner is dented and creased, great cover, good condition",B+,4.07,5.29
Marvel,27,The Defenders,The Defenders (Guardians Of The Galaxy),"spine is worn, bottom left corner is worn, bottom right corner is dented anc creased, top left corner is creased, top left corner is worn, good condition",B+,94.34,122.64
Marvel,33,The Defenders,The Defenders (havoc is the Headmen),"bottom left corner is worn, bottom part of cover is worn and torn and weirdly cut, bottom right corner is creased and worn, top left part of corner is weird coloring being removed, good condition",B+,46.05,59.87
Marvel,34,The Defenders,The Defenders (nebulon),"bottom left corner is frayed, top left corner is worn, good condition",B+,60.17,78.23
Marvel,19,The Defenders,The Defenders (doomball),"bottom left corner is dented, weird crease near top, great condition",B+,97.83,127.18
Marvel,18,The Defenders,The Defenders (wrecking crew),Near Mint,A,68.36,88.86
DC,449,Adventure Comics,Adventure Comics (aquaman),"weird crease near top of cover, bottom right corner is creased, bottom left corner is worn, good condition",B+,92.22,119.89
DC,450,Adventure Comics,Adventure Comics (aquaman),Near Mint,A,99.23,129.00
DC,295,Superman,Superman (grim reapor),"bottom left corner is worn, great condition",B+,4.81,6.26
DC,298,Superman,Superman (clark kent-get out of my life),"bottom right corern is dented, top staple has some wear, great condition",B+,66.80,86.84
DC,11,Jonah Hex,Jonah Hex (the holdout),"spine is slightly worn, great condition",B+,60.01,78.01
Marvel,34,Captain Marvel,"Captain Marvel (First appearance of Nitro,End of Jim Starlin's art run)","bottom rigth corner is creased and torn, bottom left corner is dented and worn, top right corner is creased and worn, top left corner is worn and dented, spine is creased a bit in the middle, good condition",B+,76.49,99.44
Marvel,57,Captain Marvel,Captain Marvel (Thanos),"bottom right corner is detnted, top right corner is creased, spine is a bit worn, great condition",B+,94.39,122.70
Marvel,47,Captain Marvel,Captain Marvel (guest star the human torch),"top right corner is creased, top left corner is worn, good condition",B+,71.48,92.92
Marvel,38,Captain Marvel,Captain Marvel (the trial of the watcher),"bottom right corner is dented, great condition",B+,74.12,96.36
Marvel,51,Captain Marvel,Captain Marvel (the hour of flame and frost),"bottom right corner is worn, bottom left corner is worn, great condition",B+,60.38,78.49
Marvel,31,Captain Marvel,Captain Marvel (the destroyer and the mighty avengers),"bottom left corner is worn a bit, spine is worn, top right corner is creased, bottom rigthc roern is creased and dented, bottom left corner is worn and torn a bit, okay condition",B,36.57,47.54
Marvel,36,The Defenders,The Defenders (garden of evil),"bottom left corner is worn, bottom staple has some heavy wear and creasing, bottom right corner is dented and worn, good condition",B+,12.89,16.76
Marvel,11,The Defenders,The Defenders (guest staring the silve surfer),"spine is worn a bitm bottom right corner is worn, great condition",B+,14.88,19.35
Marvel,12,The Defenders,The Defenders (titan strikes again),"bottom left corner is worn a bit, bottom right corner is worn, good condition",B+,21.70,28.20
Marvel,40,The Defenders,The Defenders (mask of the assassin),"written in side the title, top part of cover has worn and torn, top right corner is worn anc creased, bottom right corner is worn and creased, right side of cover is worn and creased and torn, bottom left corner is dened and worn, top left corner is torn a bit, okay condition",B,14.55,18.92
Marvel,22,Captain Marvel,"Captain Marvel (megaton,1st 20 cent cover)","some writing where price is, top rigthc corner is worn, bottom rigthc roner is creased, top left corner is dented and worn, great condition",B+,3.96,5.14
Marvel,24,The Defenders,The Defenders (Son of Satan),"spine is worn, some wearing/fraying below top staple, top rigth corner is creased and dented, bottom right corner is creased and worn, bottom left corner is worn, okay condition",B,43.68,56.78
Marvel,31,The Defenders,"The Defenders (night hawk no more,O: Nighthawk)","slight wearing around all corners, good condition",B+,47.96,62.34
Marvel,30,The Defenders,The Defenders (theater of fear),"spine has some wearing, top left corner is creased, bottom left corner is creased and worn, bottom right corner is creased, good condition",B+,11.70,15.21
Marvel,32,The Defenders,The Defenders (O: concludes of night hawk),"slight wearing on center of spine, bottom left corner is dented and worn, bottom right corner is dented and worn, some creasing near top right part of cover, top rigth corner is creased, top left corner is dented, okay condition",B,100.35,130.46
Marvel,35,The Defenders,The Defenders (valkyrie),"some wearing on top rigth corner, dented bottom right corner, great condition",B+,2.32,3.01
Marvel,15,The Defenders,"The Defenders (panic at the earth's core,Professor X, Magneto, Brotherhood of Evil Mutan)","spine has some wear, bottom left corner is worn anc creased, bottom right corner is worn and dented, top right corner is creased, good condition",B+,58.19,75.65
Marvel,16,The Defenders,"The Defenders (Professor X, Magneto, Brotherhood. 1: Alpha)","spine is worn, top right corner is worn, bottom right corner is creased and dented, good condition",B+,98.05,127.47
Marvel,21,The Defenders,The Defenders (beware the black rain),"bottom rigth corner is dented, bottom left corner is dented, great condition",B+,44.00,57.19
Marvel,22,The Defenders,The Defenders (sons of the serpent strike),"bottom right corner is worn, bottom left corner is worn, top rigth corner is creased and worn, some wearing around top left corner, great condition",B+,38.73,50.36
Marvel,19,Marvel Spectacular,Marvel Spectacular (thor),"spine is heavly worn, top left corner is worn and creased, top right corner is creased and worn, bottom right corner is dented and worn, bottom left corner is worn, okay condition",B,5.04,6.55
Marvel,49,Captain Marvel,Captain Marvel (asylum earth),"wearing around top left corner, bottom right corner is creased and worn, bottom left corner is worn, good condition",B+,80.47,104.61
Marvel,21,Captain Marvel,Captain Marvel (Battles Hulk),"some wear on spine some fraying on spine, bottom elft corner is torn and wonr, bottom rigth corner is creased, top right corner is worn and creased, top left corner is dented, good condition",B+,28.99,37.69
Marvel,24,Captain Marvel,Captain Marvel (the day of the android man),"spine has some tearing and wearing, top left corner is worn and dented, top right corner is dented and creased, bottom left corner is worn, bottom right corner is creased, okay condition",B,25.91,33.68
Marvel,41,Captain Marvel,Captain Marvel (havoc on homeworld),"top left corner is worn, top rigth corner is worn and creased, bottom left corner is torn off and worn and creased, bottom left corner is worn, spine is okay, okay condition",B,11.17,14.52
Marvel,53,Captain Marvel,Captain Marvel (war of three galaxies),Near Mint,A,12.75,16.57
Marvel,40,Captain Marvel,Captain Marvel (you must read starleech),"spine has some wear, bottom left corner is worn, bottom right corner is dented and creased, top left corner is dented, good condition",B+,34.16,44.40
Marvel,43,Captain Marvel,Captain Marvel (the destroyer),"spine has some wear around top staple, top left corner is detned and worn, top right corner is dented, bottom left corner is detned, good condition",B+,5.15,6.70
Marvel,45,Captain Marvel,Captain Marvel (rick jones),"bottom left corner is worn, great condition",B+,66.76,86.79
Marvel,54,Captain Marvel,Captain Marvel (nitro),Near Mint,A,16.66,21.66
Marvel,44,Captain Marvel,Captain Marvel (killing machine),"bottom staple has some tearing, bottom left corner is worn, good condition",B+,43.94,57.13
Marvel,46,Captain Marvel,Captain Marvel (duplicate guy),"spine has some wearing, weird creasing or water damage over pirce, top left corner is worn and torn, bottom left corner is worn and dented, bottom right corner is dented and creased, good condtion",B+,18.53,24.08
Marvel,33,Captain Marvel,Captain Marvel (thanos ),"top left corner is wdented and worn, bottom left corner is worn, right side of cover in middle is torn a bit and worn, good condition",B+,27.25,35.43
Marvel,32,Captain Marvel,Captain Marve (origin of drax the destroyer),"spine is worn around top part of staple, bottom left corner is worn and dented, bottom rigth corner is worn, top part of richt side of cover has some creasing and tearing, top left corner is detned and creased, okay condition",B,89.21,115.97
DC,392,Adventure Comics,Adventure Comics (the super cheat),cover is missing,C,36.51,47.47
DC,230,Tarzan,Trazan (100 page),"spine is great, bottom left corner is worn, bottom right corner is creased, top right creased, top left corner worn, good condition",B+,86.29,112.17
DC,14,The Secret Society of Super Villains,The Secret Society of Super Villains (back after 14 years),"top rigth corner is creased, great condition",B+,18.63,24.22
DC,1,Sherlock Holmes,Sherlock Holmes (first and only issue),"spine is slightly worn, top right corner is creased a litt, bottom left corner is worn, bottom right corner is creased a litt, top left corner is worn, good condition",B+,84.05,109.26
Atlas,1,The Scorpion,The Scorpion (Bondage cover by Chaykin),"bottom right corner is creased, top right corner is creased, spine is slightly worn, bottom left corner is creased and worn, good condition",B+,45.18,58.73
DC,13,The Secret Society of Super Villains,The Secret Society of Super Villains (the earth dies),Near Mint,A,100.42,130.55
DC,1,The Indestructible Man Steel,The Indestructible Man Steel (first issue),Near Mint,A,18.97,24.66
DC,3,"Richard Dragon, Kung-Fu Fighter","Richard Dragon, Kung-Fu Fighter (jack kirby art)","bottom right corner is creased, good condition",B+,11.21,14.58
DC,283,Our Army at War,Our Army at War (sgt. Rock),"bottom right corner is creased, top right corner is creased, great condition",B+,29.52,38.37
DC,8,Starfire,Starfire (last issue),"bottom left corner is worn, great condition",B+,28.90,37.57
DC,7,Starfire,Starfire (siren of sword and science),"bottom left corner is creased, bottom left corner is worn, top right corner is creased, good condition",B+,78.75,102.37
DC,5,Starfire,Starfire (here there be monsters),Near Mint,A,80.82,105.06
DC,4,Starfire,Starfire (desperate battle),"top left corner is worn, bottom right corner is worn and creased, bottom left corner is worn, great condition",B+,44.93,58.41
DC,2,Starfire,Starfire (blades and blood),"bottom left corner is creased, great condition",B+,57.74,75.06
DC,308,Superman,Superman (nuclear radiation),"top right corner is dented and creased, bottom left corner is creased and worn, great condition",B+,24.57,31.94
Charlton,1,E-man,E-man (Origin and 1st appearance of E-Man/Back-up story art by Tom Sutton),"bottom left corner is worn, spine slightly worn, top left corner is worn, great condiiton",B+,63.78,82.92
DC,1,The Secret Society of Super Villains,"The Secret Society of Super Villains (JLA Cameo, first issue)","bottom left corner is worn, some wear on spine, top rigth corner is creased, good condition",B+,55.69,72.39
DC,266,Superman,Superman (abominable snowman),"sspine has some wear, some stain where price is, bottom left corner is dented, great condition",B+,11.31,14.70
DC,277,Superman,Superman (the world beneath the north pole),"heavy wear around top staple were it is torn, torn around both staples, bottom right corner is creased, okay condition",B,16.53,21.49
DC,448,Adventure Comics,Adventure Comics (aquaman),"bottom left corner is dented, top right corner is worn, top left corner is creased, good condition",B+,45.54,59.20
DC,270,Our Army at War,Our Army at War (sgt. Rock),"bottom rigth corner is worn, weird creasing around bottom right corner, bottom left corner is worn, spine is worn, top left corner is dented and worn, top right corner is creased, okay condition",B,48.78,63.41
DC,282,Our Army at War,Our Army at War (sgt. Rock),"Bottom left corner is worn, bottom right corner is dented, top left corner is worn, good condition",B+,83.71,108.83
DC,3,Starfire,Starfire (enslave),"bottom left corner is dented, great condition",B+,18.33,23.83
DC,3,Joker,Joker (The Creeper),"spine is slightly worn, some wear around top staple and middle of spine, great condition",B+,32.65,42.44
DC,2,Joker,Joker (the sad saga of willie the weeper),"some wear around top staple, great condition",B+,13.64,17.73
DC,1,Joker,Joker (first issue),"bottom left corner is worn, great condition",B+,44.47,57.80
DC,25,Teen Titans,Teen Titans (Feb 1970. 1st Bronze Age issue),"worse for wear, crease down the middle of cover, bottom rigth corner is creased and worn, bottom left corner is dented and creased, spine is worn, right side of cover is worn and fraying, top right corner is creased and dented, okay condition",B,64.03,83.24
Marvel,196,The Incredible Hulk (volume 2),The Incredible Hulk (volume 2) (two against the world),"spine is worn, bottom part of spine is torn and frayed, bottom left corner is torn, right side of cover has a rip and wearing, top part of cover has a tear too, good condition",B+,51.67,67.18
Marvel,17,Frankenstein,Frankenstein (phoenix aflame),"top left corner is worn, bottom right corner is dented and worn, good condition",B+,89.69,116.60
Marvel,12,Frankenstein,Frankenstein (he comes alive today),"bottom rigth corner is dented and creased, spine is worn, top right corner is creased and worn, top left corner is dented, good condition",B+,36.01,46.82
Marvel,2,The Inhumans,The Inhumans (star-slaves),"spine is worn, bottom staple has some wearing and torn a bit, bottom left corner is worn, good condition",B+,51.48,66.93
Marvel,39,Captain Marvel,Captain Marvel (deadly verdict),"bottom right corner is creased, great condition",B+,33.52,43.58
Marvel,56,Captain Marvel,Captain Marve (at deathgrip's command),Near Mint,A,61.81,80.35
Marvel,36,Captain Marvel,Captain Marvel (wrath of the watcher),"bottom right corner is creased, bottom left corner is stained, top right corner is creased, spine is worn, good condition",B+,36.94,48.02
DC,250,Blackhawk,Blackhawk (killer shark),"bottom right corner is dented, great condition",B+,95.01,123.52
DC,5,Secret Origins,Secret Origins (spectre),"bottom left conrer is torn and creased, bottom right corner is creased and worn, stain in middle of cover, right side of cover is heavly worn, top rigth corner is worn and creased, spine is wonr heavly near top, fair to bad condition",B-,57.88,75.24
DC,2,Stalker,"Stalker (darkling death at world's end sea,Cover & art: Steve Ditko/Wallace Wood)","bottom left corner is worn and dented, bottom right corner is creased, top right corner is dented and creased, spine is sliglty worn around bottom staple, good condition",B+,78.73,102.35
DC,84,Challengers of the Unknown,Challengers of the Unknown (deadman),"bottom right part of cover is creased, great condition",B+,4.08,5.30
DC,17,Swamp Thing,Swamp Thing (metal dog),Near Mint,A,61.25,79.63
DC,16,New Gods,New Gods (titan and the hunter),"bottom left corner is worn a bit, great condition",B+,43.62,56.70
DC,252,The Flash,The Flash (stretching),"bottom right corner is dented and worn, great condition",B+,29.67,38.57
DC,2,The Indestructible Man Steel,The Indestructible Man Steel (the mineral master),Near Mint,A,32.20,41.86
DC,3,Omac,Omac (jack kirby art),"bottom left corner is worn, bottom right corner is creased, spine slight wear, great condition",B+,41.94,54.52
DC,3,Prez,Prez (sharpshooter),"bottom part of cover has some wear, bottom right corner is creased, bottom left corner is worn and dented, spine is slightly worn on top staple, great condition",B+,43.75,56.88
DC,6,Omac,Omac (jack kirby art),"bottom right corner is worn and creased, great condition",B+,62.60,81.39
DC,235,The Flash,The Flash (green lantern),"tearing around top right side of cover, okay condition",B,27.61,35.90
DC,11,DC Super-Stars,DC Super-Stars (flash battles abra kadabra),"bottom rigth corner is torn, bottom left corner is torn, great condition",B+,57.25,74.42
DC,16,DC Super-Stars,DC Super-Stars (star hunters),Near Mint,A,38.32,49.81
DC,,Jonah Hex Spectacular,Jonah Hex Spectacular (68 pages ),"bottom left corner is torn, top left corner is torn, good condition",B+,64.79,84.23
Charlton,3,Monster Hunters,Monster Hunters (tree monster),"bottom right corner is creased, bottom left corner is worn, great condition",B+,79.87,103.83
Charlton,2,Monster Hunters,Monster Hunters (Cover and art by Tom Sutton/Art by Steve Ditko),"bottom left corner is worn and creased, top right corner is creased, great condition",B+,52.04,67.65
Charlton,1,Monster Hunters,Monster Hunters (Cover by Newton/Art by Howard),"some wear around top staple, bottom right corners is creased, bottom left corner is worn, good condition",B+,20.80,27.04
DC,53,Teen Titans,"Teen Titans (Origin Issue, last issue)","bottom right corner is dented, great condition",B+,50.14,65.19
DC,481,Detective Comics,"Detective Comics (batman family,Man-Bat)","slight tearing on bottom part of cover, top left corner is worn, spine is slightly worn, good condition",B+,27.23,35.40
DC,3,Sword of Sorcery,Sword of Sorcery (greatest heros),"60 written below price, bottom part of cover slightly worn, bottom right corner is worn, bottom left corner is worn, top right corner is dented, good condition",B+,20.09,26.12
DC,1,Sword of Sorcery,Sword of Sorcery (first issue),"spine is heavly worn, top left corner is creased and torn a bit, bad crease in top right corner, bottom left corner is dented and worn, okay condition",B,79.36,103.17
DC,5,Karate Kid,Karate Kid (man who destroyed the future),"spine is sorta worn, bottom left corner is torn and worn, top right corner is creased, top left corner is dented and worn, good condition",B+,10.98,14.28
DC,1,Battle Classics,Battle Classics (1st and only issue),"top left corner is torn and worn, great condition",B+,25.97,33.76
DC,263,Superman,Superman (the man of molten steel),"Spine is worn around staples, torn around staples, bottom right corner is worn, great condition",B+,55.82,72.56
DC,284,Our Army at War,Our Army at War (sgt. Rock),"Spine is slightly worn, bottom left corner is dented, great condition",B+,34.99,45.49
Atlas,1,Police Action,"Police Action (lomax NYPD,Art by McWilliams)","Spine is worn,heavy wear on top staple, okay condition",B,25.77,33.50
Marvel,155,Fantastic Four,Fantastic Four (Silver Surfer. A CGC 9.2 sold for $30 in 2009),"spine is slightly worn in cented of spine, top left corner is worn, bottom left corner is worn, good condition",B+,19.58,25.45
Marvel,154,Fantastic Four,Fantastic Four (the man in the mystery mask),Near Mint,A,35.64,46.34
Marvel,153,Fantastic Four,Fantastic Four (mahzizmo),"top right corner is worn, great condition",B+,60.86,79.12
Marvel,152,Fantastic Four,Fantastic Four (world of madness-world of doom),"Top right corner is dented, great condition",B+,48.50,63.04
Marvel,151,Fantastic Four,Fantastic Four (thundra and lighting),"spine is slightly worn, bottom left corner is worn, bottom right corner is dented and creased, great condition",B+,61.13,79.47
Marvel,150,Fantastic Four,Fantastic Four (ultron),"top left corner is worn, bottom rigth corner is creased, bottom left corner is dented, good condition",B+,83.04,107.95
Marvel,149,Fantastic Four,Fantastic Four (sub-mariner),"spine is slightlky worn, great condition",B+,30.07,39.09
Marvel,148,Fantastic Four,Fantastic Four (the frightful four strike again),"top left corner is dented and worn, top rigth corner is torn and worn, bottom left corner is dented , bottom rigth corner is creased and dented, good condition",B+,68.48,89.02
Marvel,147,Fantastic Four,Fantastic Four (thing vs. sub-mariner),"spine is worn, top left corner is heavly worn and creased, top right corner is creased and worn, bottom left corner is worn, bottom right corner is creased, good condition",B+,61.44,79.87
Marvel,146,Fantastic Four,Fantastic Four (doomsday),"spine is very worn, top right corner is eaten completely by silver fish, bottom right corner is eatin as well, bottom left corner is worn, okay condition",B,68.18,88.64
Marvel,145,Fantastic Four,Fantastic Four (ternak),"spine is worn a bit, bottom right corner is creased, good condition",B+,86.43,112.36
Marvel,144,Fantastic Four,"Fantastic Four (seeker and dr. doom,1st appearance of the seeker)","spine is heavly worn, top staple is torn, bottom left corner is creased, bottom right corner is creased, top left corner is dented, fair condition",B-,73.19,95.15
Marvel,142,Fantastic Four,Fantastic Four (darkoth),"Spine is heavly worn, some creaseing next to spine, bottom right corner is creased, bottom left corner is dented, top left corner is discoloured, okay condition",B,94.85,123.31
Marvel,141,Fantastic Four,Fantastic Four (atomic bomb),"some wear around bottom staple, bottom right corner is creased, some tearing in center right corner, top right corner is creased, top part of cover is torn a bit, okay condition",B,86.61,112.60
Marvel,139,Fantastic Four,Fantastic Four (miracle man),"bottom rigth corner is creased, some wear on cover, bottom left corner is dented, top right corner is creased, top left corner is dented and worn, okay condition",B,78.92,102.60
Marvel,138,Fantastic Four,Fantastic Four (this way lies madness),"Heavy wear on top part of cover, spine is worn completely, bottom right corner is creased and worn, bottom left corner is detned and worn, top right corner is worn and creased and stained, top left corner is ripping and worn, fair condition",B-,14.96,19.44
Marvel,133,Fantastic Four,Fantastic Four (the battle of the century),"spine has heavy wear, some red staining on the top of cover, top left corner is dented and creased, top right corner is creased and prittle, small hole in center right of cover, bottom right corner is creased and dented, bottom part of cover is worn , bottom left corner is dented and worn, okay condition",B,77.77,101.10
Marvel,131,Fantastic Four,Fantastic Four (quicksilver),"spine is worn down, top staple has some wearing, middle part of cover is torn a bit, bottom left corner is very worn and dented, bottom right corner is torn a bit and creased, right middle of cover is torn, top left corner is dented and worn, okay condition",B,10.29,13.38
Marvel,128,Fantastic Four,Fantastic Four (divided-we fall),"spine is slightly worn around both staples, bottom left corner is worn,bottom right corner is worn and dented, top right corner is dented, top left corner is dented and worn too, good condition",B+,84.21,109.47
Marvel,127,Fantastic Four,Fantastic Four (the fthing fights alone),"spine is heavly worn, rips around the spine, bottom left corner is creased and dented, bad wear on front cover and such, bottom right corner is cereased and torn, top right corner is creased and torn, top left corner is worn and dented, fair condition",C,60.09,78.12
Marvel,126,Fantastic Four,Fantastic Four (the creature from the earth's core),"spine is worn around staples and torn a bit around them, bottom left corner is dented and worn, bottom right corner is worn and creased, top left corner is worn , okay condition",B,88.05,114.47
Marvel,201,Fantastic Four,Fantastic Four (4 dooms to destroy ),Near Mint,A,20.09,26.12
Marvel,122,Fantastic Four,Fantastic Four (galactus unleashed),"spine is heavly worn, top left corner is worn and dented, top rigth part of cover is torn and creased very slightly, top right corner is creased and dented, bottom right corner is creased, bottom left corner is worn anc dented, 10 cent is writed over title could possibly taken off, great condition",B+,6.97,9.06
Marvel,110,Fantastic Four,Fantastic Four (one leaves),"Spine is heavly worn and torn to bits still in tast though, bottom left corner is torn and worn, bottom right corner is worn and creased and fraying a bit, top left corner is worn, top right corner is worn, creases and cracks all over cover, fair condition",B-,54.67,71.07
Marvel,109,Fantastic Four,Fantastic Four (to die in the negative zone),"spine is slightly worn and creased in center, bottom left corner is worn, bottom rigth corner is creased, great condition",B+,56.81,73.86
Marvel,105,Fantastic Four,Fantastic Four (the monster stalks the streets),"spine is slightly worn on top staple, ""9-2"" is writen above price, great condition",B+,59.44,77.27
Marvel,13,Fantastic Four Annual,Fantastic Four Annual (mole man),great condition,B+,26.80,34.84
Marvel,202,Fantastic Four,Fantastic Four (mayhem over manhattan),Near mint,A,39.21,50.97
Marvel,198,Fantastic Four,Fantastic Four (invasion),Near Mint,A,48.37,62.88
Marvel,197,Fantastic Four,Fantastic Four (the red ghost),"bottom right corner is eaten and creased, great condition",B+,5.46,7.09
Marvel,196,Fantastic Four,Fantastic Four (invincible man),Near Mint,A,97.58,126.86
Marvel,183,Fantastic Four,Fantastic Four (this one has it all),"bottom right corner is dented, top right corner is dented, top staple has some heavy wear, good condition",B+,4.69,6.09
Marvel,180,Fantastic Four,Fantastic Four (perpare to fire),Near Mint,A,29.65,38.55
Marvel,179,Fantastic Four,Fantastic Four (metalloid),"top left corner is worn and dented, great condition",B+,15.47,20.11
Marvel,178,Fantastic Four,Fantastic Four (the showdown with the firghtful four),"top left corner is worn, great condition",B+,43.01,55.91
Marvel,177,Fantastic Four,Fantastic Four (new member of the frightful four ),"bottom left corner is worn, great condition",B+,33.54,43.60
Marvel,176,Fantastic Four,Fantastic Four (impossible man is back),"bottom left corner is worn, bottom right corner is creased a bit, great condition",B+,14.15,18.40
Marvel,175,Fantastic Four,Fantastic Four (high evolutionary vs. galactus),"bottom left corner is worn, top right corner is dented, good condition",B+,20.73,26.95
Marvel,174,Fantastic Four,Fantastic Four (titan called torgo),"top left corner is dented and worn, top right corner is worn and dented and creased and a little stained, good condition",B+,96.26,125.14
Marvel,173,Fantastic Four,Fantastic Four (galactus),Near Mint,A,76.88,99.94
Marvel,172,Fantastic Four,Fantastic Four (the destroyer),"bottom right corner is dented and worn, great condition",B+,85.44,111.07
Marvel,171,Fantastic Four,Fantastic Four (gorr),Near Mint,A,40.84,53.09
Marvel,170,Fantastic Four,Fantastic Four (power man),"bottom left corner is creased and worn, bottom right corner is creased, top right corner is dented, good conditon",B+,21.13,27.47
Marvel,169,Fantastic Four,Fantastic Four (bedlam in the baxter building),"top left corner is worn and sligtly creased, bottom left corner is wonr and dented, some wear in center of spine and staples, top right ocnrer is creased, good condition",B+,44.42,57.74
Marvel,84,Fantastic Four,Fantastic Four (the name is doom),"creasing in the middle of cover and some what to the right of cover, spine is worn down, bottom right corner is creased, top right corner is creased too, okay condition",B,8.36,10.87
Marvel,168,Fantastic Four,Fantastic Four (replaced by power man),"some wear on spine, top left corner is worn, top right corner is creased and dented, bottom right corner is dented and worn, good condition",B+,45.04,58.55
Marvel,167,Fantastic Four,Fantastic Four (Hulk vs. The Thing),"spine has some wear, bottom left corner is worn, great condition",B+,68.86,89.52
Marvel,166,Fantastic Four,Fantastic Four (Hulk vs. The Thing),"slight spine wear, great condition",B+,58.20,75.66
Marvel,165,Fantastic Four,Fantastic Four (crusader),"top left corner is worn, bottom left corner is worn, spine Is creased a bit, good condition",B+,13.06,16.98
Marvel,164,Fantastic Four,Fantastic Four (crusader),"spine is torn on top staple, cut through a few pages, top left corner is worn, top right corner is dented, bottom left corner is worn, spine is okay, okay condition",B,48.86,63.52
Marvel,163,Fantastic Four,Fantastic Four (gaard),"Spine is worn a bit, bottom left corner is worn, top right corner is creased and dented, top left corner is worn, good condition",B+,100.99,131.29
Marvel,162,Fantastic Four,Fantastic Four (two things),"bottom right corner is worn, great condition",B+,61.09,79.41
Marvel,161,Fantastic Four,Fantastic Four (tyrannosaur),"spine is worn a bit near top, bottom left corner is worn, top right corner is creased and dented, top left corner is worn, great condition",B+,28.21,36.68
Marvel,160,Fantastic Four,Fantastic Four (arkon the annihilator),"spine is worn, great condition",B+,100.69,130.90
Marvel,159,Fantastic Four,Fantastic Four (havoc in the hidden land),"spine is worn a bit, bottom left corner is worn, bottom right corner is creased, top left corner is worn, top right corner is dented, good condition",B+,20.00,26.00
Marvel,158,Fantastic Four,Fantastic Four (xemu the merciless),"top part of cspine and corern si worn and creased, great condition",B+,3.09,4.01
Marvel,156,Fantastic Four,Fantastic Four (doctor doom and silver surfer),"Spine is slightly worn, Near Mint",A,9.90,12.87
Marvel,296,Thor,Thor (battle),Near Mint,A,45.92,59.70
DC,2,The Demon,The Demon (jack kirby art),"top staple is worn really bad, creases all over spine, some wearing on the right cside, bottom left corner worn a bit, bottom right corner is worn , okay condition",C,25.15,32.70
DC,5,The Demon,The Demon (jack kirby art),"some wear around staples, bottom right corner is worn a bit, top left corner is detnted, top right coner is dented, good condition",B+,2.11,2.74
Marvel,1,S.H.I.E.L.D (Nick Fury & His Agents),S.H.I.E.L.D (Nick Fury & His Agents) (First issue),"Great colors, some spine wear, some denteing and wear on front of title, bottom rigth corner is dented, great condition",B+,78.15,101.59
Atlas,2,Savage Combat Tales,Savage Combat Tales(Art by Alex Toth/Only appearance of Warhawk),"some wear on spine, bottom right corner is creased and torn, top right corner is dented, top left corner is worn, bottom left corner is worn, wearing on top of cover, okay condition",B,33.30,43.29
Gold Key,36,Ripley's Believe it or Not! True Ghost Stories,Ripley's Believe it or Not! True Ghost Stories (place your bets the dead man said),"spine is heavly worn, heavy wear around staples, bottom left corner is creased and worn, heavy wear on right side of cover, bottom part of cover has some tears, bottom right corner is creased, fair condition",B-,15.52,20.17
Charlton,7,Space: 1999,Space: 1999 (pat boyettes),"top left corner is worn, great condition",B+,28.22,36.68
Marvel,7,Machine Man,Machine Man (with a nation against him),Near Mint,A,34.72,45.13
